transaction_id,timestamp,transaction_type,merchant_category,amount_inr,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,is_weekend,transaction_status,fraud_flag,anomaly_score,anomaly_risk_band
TXN0000080804,2024-03-16 19:13:51,Recharge,Transport,832,36-45,36-45,Telangana,ICICI,PNB,Web,3G,19,1,SUCCESS,0,0.5302010136347779,High Anomaly
TXN0000224141,2024-04-13 16:04:29,Recharge,Shopping,4627,26-35,56+,Rajasthan,ICICI,IndusInd,iOS,5G,16,1,SUCCESS,0,0.5301114801068871,High Anomaly
TXN0000060585,2024-08-17 21:00:55,P2P,Fuel,4605,36-45,18-25,Gujarat,Kotak,Yes Bank,Web,3G,21,1,SUCCESS,0,0.5300261938803073,High Anomaly
TXN0000160994,2024-07-30 14:22:03,P2M,Education,8809,36-45,46-55,West Bengal,IndusInd,IndusInd,Web,WiFi,14,0,SUCCESS,0,0.5299854877446278,High Anomaly
TXN0000130351,2024-09-25 12:24:38,Bill Payment,Shopping,607,56+,26-35,Maharashtra,SBI,Kotak,Web,3G,12,0,SUCCESS,0,0.5299513887041473,High Anomaly
TXN0000247647,2024-11-05 07:59:16,Recharge,Education,13207,36-45,46-55,Andhra Pradesh,PNB,Axis,iOS,5G,7,0,SUCCESS,0,0.5299459186616047,High Anomaly
TXN0000187897,2024-05-18 15:48:37,P2M,Utilities,444,46-55,36-45,Rajasthan,Kotak,Kotak,Web,WiFi,15,1,SUCCESS,0,0.5298297464045773,High Anomaly
TXN0000118629,2024-08-03 18:38:02,P2M,Shopping,3903,36-45,46-55,Gujarat,ICICI,IndusInd,Web,3G,18,1,SUCCESS,0,0.5298194814359851,High Anomaly
TXN0000099678,2024-02-11 20:19:42,Bill Payment,Transport,433,56+,18-25,Telangana,Kotak,ICICI,iOS,WiFi,20,1,SUCCESS,0,0.529763558825365,High Anomaly
TXN0000025276,2024-05-23 11:37:53,Recharge,Entertainment,254,26-35,56+,Andhra Pradesh,HDFC,PNB,Web,5G,11,0,SUCCESS,0,0.5297486488345162,High Anomaly
TXN0000030332,2024-07-19 00:06:37,Bill Payment,Shopping,9828,26-35,26-35,Delhi,HDFC,PNB,Web,3G,0,0,SUCCESS,0,0.5297439179480639,High Anomaly
TXN0000007037,2024-08-15 13:37:29,Bill Payment,Fuel,1649,46-55,46-55,Rajasthan,ICICI,IndusInd,iOS,WiFi,13,0,FAILED,0,0.5297291009352022,High Anomaly
TXN0000053070,2024-01-20 11:38:35,Recharge,Shopping,681,46-55,46-55,Andhra Pradesh,Yes Bank,Axis,Android,3G,11,1,SUCCESS,0,0.5297060888165172,High Anomaly
TXN0000247621,2024-12-01 23:47:37,P2M,Shopping,1132,56+,26-35,Karnataka,Kotak,IndusInd,Web,WiFi,23,1,SUCCESS,0,0.5297039455135458,High Anomaly
TXN0000067414,2024-01-13 09:19:14,P2M,Other,288,46-55,56+,Rajasthan,Yes Bank,SBI,iOS,WiFi,9,1,FAILED,0,0.5296699181605666,High Anomaly
TXN0000248049,2024-08-25 08:35:08,Bill Payment,Shopping,2187,56+,36-45,Karnataka,Kotak,HDFC,iOS,WiFi,8,1,SUCCESS,0,0.5296549597431088,High Anomaly
TXN0000216333,2024-10-11 00:21:31,Bill Payment,Shopping,2519,46-55,46-55,Rajasthan,PNB,SBI,Web,4G,0,0,SUCCESS,0,0.5296163374525743,High Anomaly
TXN0000025898,2024-11-24 11:41:26,Recharge,Shopping,3445,18-25,56+,Maharashtra,Axis,HDFC,Web,5G,11,1,SUCCESS,0,0.5296160493823798,High Anomaly
TXN0000245653,2024-02-06 11:11:12,Recharge,Grocery,1830,18-25,56+,Gujarat,IndusInd,Yes Bank,Web,WiFi,11,0,SUCCESS,0,0.5295276486811893,High Anomaly
TXN0000204266,2024-10-12 21:37:26,Bill Payment,Grocery,336,46-55,46-55,Tamil Nadu,SBI,SBI,Web,WiFi,21,1,SUCCESS,0,0.529441659369963,High Anomaly
TXN0000050249,2024-11-30 12:30:54,P2P,Grocery,520,56+,26-35,Tamil Nadu,Kotak,IndusInd,Web,3G,12,1,SUCCESS,0,0.5294337411901922,High Anomaly
TXN0000099365,2024-05-16 11:06:04,Recharge,Healthcare,225,18-25,46-55,Uttar Pradesh,Axis,SBI,Web,WiFi,11,0,SUCCESS,0,0.5294151736739398,High Anomaly
TXN0000247341,2024-10-26 18:52:24,Recharge,Shopping,2638,26-35,36-45,Telangana,Axis,SBI,Web,3G,18,1,SUCCESS,0,0.5293990017016299,High Anomaly
TXN0000220590,2024-10-23 02:16:43,P2P,Entertainment,70,56+,26-35,Delhi,PNB,Yes Bank,Web,WiFi,2,0,SUCCESS,0,0.5293686172495319,High Anomaly
TXN0000105631,2024-06-15 17:53:34,P2M,Entertainment,544,46-55,18-25,Karnataka,ICICI,PNB,Web,WiFi,17,1,SUCCESS,0,0.5293448843045216,High Anomaly
TXN0000082093,2024-12-02 13:25:50,Bill Payment,Education,3096,46-55,56+,Tamil Nadu,Kotak,ICICI,iOS,4G,13,0,SUCCESS,0,0.5292807453502204,High Anomaly
TXN0000036444,2024-11-23 18:37:00,Bill Payment,Healthcare,350,26-35,56+,Andhra Pradesh,ICICI,IndusInd,iOS,WiFi,18,1,SUCCESS,0,0.5292767899248461,High Anomaly
TXN0000164466,2024-06-15 16:08:07,P2M,Shopping,2938,56+,18-25,Telangana,Kotak,Axis,Web,WiFi,16,1,SUCCESS,0,0.5290952824012656,High Anomaly
TXN0000144136,2024-01-19 13:44:31,P2M,Shopping,2435,46-55,56+,Gujarat,Yes Bank,PNB,iOS,WiFi,13,0,SUCCESS,0,0.5290663233897714,High Anomaly
TXN0000213616,2024-05-19 21:13:58,P2P,Utilities,1400,36-45,18-25,Telangana,Yes Bank,HDFC,Web,WiFi,21,1,SUCCESS,0,0.5290053598922654,High Anomaly
TXN0000064677,2024-10-06 19:26:56,Recharge,Shopping,5522,18-25,26-35,Karnataka,SBI,ICICI,Web,3G,19,1,SUCCESS,0,0.528985214196296,High Anomaly
TXN0000127548,2024-03-18 06:12:57,P2M,Food,78,46-55,56+,Telangana,SBI,Yes Bank,Web,5G,6,0,SUCCESS,0,0.5289768555277282,High Anomaly
TXN0000012757,2024-06-02 01:21:51,Recharge,Education,7029,36-45,26-35,Tamil Nadu,IndusInd,SBI,iOS,WiFi,1,1,SUCCESS,0,0.5289295839994868,High Anomaly
TXN0000116464,2024-07-29 09:46:08,P2M,Utilities,6241,36-45,46-55,Andhra Pradesh,IndusInd,PNB,Web,WiFi,9,0,SUCCESS,0,0.5288845779376107,High Anomaly
TXN0000216852,2024-06-09 00:51:37,Bill Payment,Fuel,608,46-55,26-35,Delhi,PNB,Yes Bank,iOS,WiFi,0,1,SUCCESS,0,0.5288413272879834,High Anomaly
TXN0000088054,2024-09-01 13:29:06,Bill Payment,Utilities,13986,46-55,18-25,Rajasthan,Kotak,PNB,iOS,5G,13,1,SUCCESS,0,0.5288410441128822,High Anomaly
TXN0000198474,2024-11-17 08:48:36,Bill Payment,Food,238,26-35,46-55,West Bengal,SBI,IndusInd,Web,3G,8,1,SUCCESS,0,0.5288129775885809,High Anomaly
TXN0000211844,2024-07-27 10:03:11,P2M,Entertainment,1107,18-25,56+,Karnataka,IndusInd,IndusInd,iOS,WiFi,10,1,SUCCESS,0,0.5288004047128047,High Anomaly
TXN0000149582,2024-12-21 09:32:06,P2M,Utilities,13012,26-35,18-25,Telangana,IndusInd,PNB,Web,WiFi,9,1,SUCCESS,0,0.5287731684980141,High Anomaly
TXN0000214207,2024-07-13 16:20:09,Bill Payment,Food,117,56+,26-35,Rajasthan,Axis,PNB,iOS,WiFi,16,1,SUCCESS,0,0.5287543557634513,High Anomaly
TXN0000066507,2024-06-18 07:31:27,P2M,Entertainment,114,36-45,46-55,Telangana,Kotak,IndusInd,Web,WiFi,7,0,SUCCESS,0,0.528621894251369,High Anomaly
TXN0000124414,2024-09-18 06:52:50,Bill Payment,Other,80,56+,36-45,Karnataka,HDFC,Yes Bank,iOS,WiFi,6,0,SUCCESS,0,0.5285858643097537,High Anomaly
TXN0000009380,2024-10-05 09:53:25,P2P,Fuel,755,46-55,26-35,Telangana,Yes Bank,Yes Bank,Web,WiFi,9,1,SUCCESS,0,0.5285733610771799,High Anomaly
TXN0000001552,2024-01-22 18:14:39,Bill Payment,Education,1323,18-25,18-25,Telangana,ICICI,Yes Bank,Web,WiFi,18,0,SUCCESS,0,0.5285562267625094,High Anomaly
TXN0000242541,2024-07-25 19:58:27,Recharge,Grocery,340,56+,18-25,Telangana,IndusInd,SBI,Web,3G,19,0,SUCCESS,0,0.528551919850158,High Anomaly
TXN0000195278,2024-06-14 18:39:17,Recharge,Education,3236,46-55,18-25,Tamil Nadu,Yes Bank,IndusInd,Web,4G,18,0,SUCCESS,0,0.5285439892776341,High Anomaly
TXN0000157591,2024-08-13 07:49:59,P2M,Grocery,1116,18-25,56+,Tamil Nadu,Yes Bank,IndusInd,Web,3G,7,0,SUCCESS,0,0.5285388948455216,High Anomaly
TXN0000065436,2024-03-16 20:29:20,Recharge,Education,5073,26-35,46-55,Andhra Pradesh,Axis,IndusInd,Android,3G,20,1,SUCCESS,0,0.5285341707077872,High Anomaly
TXN0000124215,2024-12-15 21:03:07,P2M,Grocery,149,46-55,46-55,Maharashtra,Yes Bank,ICICI,Web,WiFi,21,1,SUCCESS,0,0.5284863871910026,High Anomaly
TXN0000186552,2024-04-17 06:01:21,Recharge,Fuel,330,56+,18-25,Uttar Pradesh,PNB,Axis,Android,3G,6,0,SUCCESS,0,0.5284565956357254,High Anomaly
TXN0000033405,2024-07-13 07:44:06,P2M,Fuel,2409,18-25,36-45,Uttar Pradesh,HDFC,Yes Bank,Web,3G,7,1,FAILED,0,0.5284342616975697,High Anomaly
TXN0000245538,2024-02-15 08:00:07,P2P,Fuel,1964,46-55,46-55,Delhi,Yes Bank,Yes Bank,Web,3G,8,0,SUCCESS,0,0.5284223986625438,High Anomaly
TXN0000005815,2024-06-08 18:15:29,Recharge,Transport,26,56+,36-45,Andhra Pradesh,IndusInd,ICICI,iOS,4G,18,1,SUCCESS,0,0.5283931190723904,High Anomaly
TXN0000022342,2024-05-24 06:48:50,P2M,Other,1406,46-55,36-45,Tamil Nadu,HDFC,ICICI,Web,WiFi,6,0,SUCCESS,0,0.5283782067404489,High Anomaly
TXN0000230264,2024-02-29 17:12:54,Bill Payment,Transport,276,26-35,56+,Uttar Pradesh,Yes Bank,PNB,Web,WiFi,17,0,SUCCESS,0,0.5283755177005447,High Anomaly
TXN0000025386,2024-11-23 16:10:01,Recharge,Other,355,56+,26-35,Delhi,PNB,ICICI,iOS,3G,16,1,SUCCESS,0,0.5282675540492644,High Anomaly
TXN0000166848,2024-10-18 14:11:17,Recharge,Healthcare,490,36-45,26-35,West Bengal,PNB,IndusInd,Web,3G,14,0,SUCCESS,0,0.5282392056069318,High Anomaly
TXN0000112601,2024-08-17 18:38:21,Recharge,Shopping,479,18-25,18-25,Rajasthan,Yes Bank,SBI,Web,WiFi,18,1,SUCCESS,0,0.5281908014854292,High Anomaly
TXN0000186061,2024-08-20 18:48:26,Recharge,Transport,91,46-55,56+,Maharashtra,SBI,Axis,Web,WiFi,18,0,SUCCESS,0,0.5280988662176761,High Anomaly
TXN0000244971,2024-02-02 08:43:06,Recharge,Fuel,3410,18-25,46-55,Tamil Nadu,Axis,HDFC,iOS,WiFi,8,0,SUCCESS,0,0.5280984269789588,High Anomaly
TXN0000128408,2024-07-27 22:00:13,Recharge,Fuel,3797,46-55,56+,West Bengal,IndusInd,HDFC,Android,3G,22,1,SUCCESS,0,0.5280953964960208,High Anomaly
TXN0000154612,2024-02-11 09:57:55,Recharge,Fuel,326,56+,26-35,Rajasthan,HDFC,ICICI,Web,4G,9,1,SUCCESS,0,0.528094198967648,High Anomaly
TXN0000001027,2024-12-16 23:15:43,Bill Payment,Other,587,56+,36-45,Uttar Pradesh,ICICI,PNB,iOS,WiFi,23,0,SUCCESS,0,0.5280740156858497,High Anomaly
TXN0000160733,2024-02-04 12:08:48,Bill Payment,Fuel,554,46-55,56+,Karnataka,HDFC,IndusInd,iOS,5G,12,1,SUCCESS,0,0.527888614003347,High Anomaly
TXN0000121298,2024-09-08 06:18:15,Bill Payment,Food,98,56+,36-45,Tamil Nadu,ICICI,HDFC,iOS,WiFi,6,1,SUCCESS,0,0.5278867078385101,High Anomaly
TXN0000058467,2024-05-06 11:24:09,Recharge,Shopping,251,36-45,18-25,Tamil Nadu,Axis,IndusInd,Web,WiFi,11,0,SUCCESS,0,0.5278592030769994,High Anomaly
TXN0000074746,2024-12-22 11:53:04,P2M,Education,8364,36-45,56+,Uttar Pradesh,Yes Bank,Yes Bank,iOS,WiFi,11,1,SUCCESS,0,0.5278103321581932,High Anomaly
TXN0000058902,2024-01-03 21:00:08,P2P,Other,111,56+,56+,Gujarat,Kotak,IndusInd,Web,5G,21,0,SUCCESS,0,0.5277984999556127,High Anomaly
TXN0000044590,2024-06-02 14:36:15,Bill Payment,Fuel,603,36-45,56+,Rajasthan,Yes Bank,PNB,Android,3G,14,1,SUCCESS,0,0.5277916336735338,High Anomaly
TXN0000089964,2024-10-06 07:11:12,Recharge,Grocery,1975,46-55,26-35,Uttar Pradesh,Axis,PNB,iOS,WiFi,7,1,SUCCESS,0,0.5277873450425578,High Anomaly
TXN0000063140,2024-09-15 10:37:02,P2P,Shopping,594,46-55,26-35,Telangana,HDFC,PNB,Web,3G,10,1,SUCCESS,0,0.5277815145549047,High Anomaly
TXN0000112020,2024-04-06 18:35:26,P2M,Healthcare,82,18-25,46-55,Karnataka,ICICI,Yes Bank,iOS,3G,18,1,SUCCESS,0,0.527742348463022,High Anomaly
TXN0000040095,2024-12-01 17:19:50,Bill Payment,Fuel,973,36-45,26-35,Karnataka,ICICI,HDFC,Web,3G,17,1,SUCCESS,0,0.5277258506436122,High Anomaly
TXN0000046077,2024-02-27 09:32:33,Recharge,Other,1268,56+,26-35,Tamil Nadu,Yes Bank,PNB,iOS,3G,9,0,SUCCESS,0,0.5277003480468707,High Anomaly
TXN0000244677,2024-11-28 21:37:34,Bill Payment,Shopping,985,18-25,46-55,Maharashtra,SBI,IndusInd,Web,3G,21,0,SUCCESS,0,0.5276300342886734,High Anomaly
TXN0000214957,2024-05-04 18:37:22,Bill Payment,Food,139,56+,26-35,Telangana,ICICI,PNB,iOS,WiFi,18,1,SUCCESS,0,0.52760861109643,High Anomaly
TXN0000148609,2024-05-10 23:02:20,Recharge,Grocery,741,36-45,46-55,West Bengal,Axis,PNB,Web,WiFi,23,0,SUCCESS,0,0.5275791742355361,High Anomaly
TXN0000185525,2024-02-13 02:19:16,Bill Payment,Grocery,391,46-55,26-35,Andhra Pradesh,ICICI,ICICI,Web,WiFi,2,0,SUCCESS,0,0.5275262312145832,High Anomaly
TXN0000087058,2024-03-24 23:07:59,Bill Payment,Other,4941,26-35,56+,Karnataka,PNB,SBI,iOS,3G,23,1,SUCCESS,0,0.5274961379601182,High Anomaly
TXN0000031175,2024-07-17 11:14:18,Bill Payment,Transport,58,26-35,56+,Tamil Nadu,HDFC,IndusInd,iOS,WiFi,11,0,SUCCESS,0,0.5274590832170014,High Anomaly
TXN0000037609,2024-07-29 17:29:00,Recharge,Shopping,1256,46-55,36-45,West Bengal,HDFC,IndusInd,iOS,3G,17,0,SUCCESS,0,0.5274468669530732,High Anomaly
TXN0000110167,2024-09-14 16:39:56,Bill Payment,Shopping,12333,26-35,56+,Gujarat,ICICI,SBI,iOS,WiFi,16,1,SUCCESS,0,0.5274359007044784,High Anomaly
TXN0000026032,2024-06-09 11:24:08,Recharge,Grocery,7859,36-45,18-25,Gujarat,ICICI,HDFC,Web,WiFi,11,1,SUCCESS,0,0.52742561997016,High Anomaly
TXN0000113198,2024-02-27 16:44:43,P2P,Utilities,8410,56+,18-25,Uttar Pradesh,HDFC,Kotak,Web,WiFi,16,0,SUCCESS,0,0.5273900738502514,High Anomaly
TXN0000013325,2024-05-08 07:43:44,Bill Payment,Other,426,18-25,46-55,Rajasthan,ICICI,PNB,iOS,WiFi,7,0,SUCCESS,0,0.5273862811295335,High Anomaly
TXN0000041095,2024-11-20 10:50:39,Bill Payment,Grocery,1156,56+,26-35,Uttar Pradesh,PNB,Kotak,Web,WiFi,10,0,SUCCESS,0,0.5273726762395576,High Anomaly
TXN0000014820,2024-10-06 23:00:49,Bill Payment,Grocery,365,46-55,18-25,Telangana,Kotak,ICICI,iOS,WiFi,23,1,SUCCESS,0,0.5273292439577065,High Anomaly
TXN0000135219,2024-10-06 10:29:19,Bill Payment,Grocery,2896,56+,26-35,Andhra Pradesh,ICICI,IndusInd,Web,5G,10,1,SUCCESS,0,0.5273203845005738,High Anomaly
TXN0000058594,2024-10-06 13:56:52,Bill Payment,Shopping,5737,26-35,18-25,Telangana,ICICI,Axis,Web,WiFi,13,1,SUCCESS,0,0.5272899306148119,High Anomaly
TXN0000150201,2024-10-16 19:51:18,Bill Payment,Education,2870,56+,26-35,Telangana,PNB,PNB,iOS,WiFi,19,0,SUCCESS,0,0.5272499113208284,High Anomaly
TXN0000013253,2024-12-23 11:13:41,Bill Payment,Other,876,46-55,56+,Rajasthan,Kotak,PNB,Android,WiFi,11,0,SUCCESS,0,0.5272483454010742,High Anomaly
TXN0000181428,2024-06-17 21:22:59,P2M,Education,14560,26-35,36-45,Tamil Nadu,Yes Bank,IndusInd,Web,WiFi,21,0,SUCCESS,0,0.527236516912604,High Anomaly
TXN0000197940,2024-10-19 19:50:37,Bill Payment,Food,891,36-45,56+,Karnataka,SBI,HDFC,Web,WiFi,19,1,SUCCESS,0,0.527225646208028,High Anomaly
TXN0000194214,2024-08-26 11:20:42,Recharge,Fuel,730,36-45,56+,Telangana,ICICI,SBI,iOS,3G,11,0,FAILED,0,0.5271927651637625,High Anomaly
TXN0000161540,2024-10-06 13:42:46,Recharge,Shopping,527,46-55,56+,Rajasthan,HDFC,Axis,Android,3G,13,1,SUCCESS,0,0.5271855891418117,High Anomaly
TXN0000212921,2024-10-02 19:29:47,Recharge,Shopping,1546,56+,36-45,Telangana,IndusInd,ICICI,iOS,3G,19,0,SUCCESS,0,0.5271508693157846,High Anomaly
TXN0000052962,2024-07-08 01:13:05,P2M,Fuel,3110,18-25,56+,West Bengal,Kotak,HDFC,iOS,WiFi,1,0,SUCCESS,0,0.5271358777417751,High Anomaly
TXN0000087363,2024-10-11 06:18:46,Bill Payment,Transport,479,36-45,18-25,Uttar Pradesh,ICICI,Yes Bank,Web,WiFi,6,0,SUCCESS,0,0.5271308735569108,High Anomaly
TXN0000182037,2024-11-09 18:53:26,P2P,Grocery,2019,56+,36-45,Telangana,ICICI,HDFC,Web,3G,18,1,SUCCESS,0,0.5271226805263194,High Anomaly
TXN0000097108,2024-04-22 03:54:36,P2P,Healthcare,744,46-55,26-35,Tamil Nadu,ICICI,Yes Bank,Web,WiFi,3,0,SUCCESS,0,0.5271013114980899,High Anomaly
TXN0000144061,2024-07-20 20:46:52,Recharge,Transport,74,26-35,36-45,Uttar Pradesh,ICICI,Yes Bank,iOS,WiFi,20,1,SUCCESS,0,0.5270858004748696,High Anomaly
TXN0000195356,2024-02-13 14:49:21,P2P,Entertainment,415,56+,56+,Andhra Pradesh,HDFC,IndusInd,iOS,3G,14,0,SUCCESS,0,0.5270675859551347,High Anomaly
TXN0000121083,2024-08-17 19:32:06,Recharge,Shopping,1669,18-25,36-45,West Bengal,HDFC,Yes Bank,Web,WiFi,19,1,SUCCESS,0,0.527033131027878,High Anomaly
TXN0000074992,2024-05-17 22:20:29,P2M,Shopping,7902,26-35,56+,West Bengal,IndusInd,HDFC,Web,3G,22,0,SUCCESS,0,0.5270257851999174,High Anomaly
TXN0000180535,2024-12-02 12:01:40,Bill Payment,Education,766,46-55,18-25,Tamil Nadu,Yes Bank,IndusInd,Web,5G,12,0,SUCCESS,0,0.5270216703799928,High Anomaly
TXN0000045012,2024-11-01 06:29:09,P2M,Food,43,56+,56+,Uttar Pradesh,Kotak,ICICI,Web,4G,6,0,SUCCESS,0,0.5270057307765496,High Anomaly
TXN0000057596,2024-11-17 09:34:24,Bill Payment,Transport,119,56+,46-55,Maharashtra,PNB,Yes Bank,iOS,WiFi,9,1,SUCCESS,0,0.526983778384794,High Anomaly
TXN0000015675,2024-11-02 22:55:41,Bill Payment,Shopping,297,26-35,26-35,Tamil Nadu,SBI,PNB,Web,3G,22,1,SUCCESS,0,0.526956159070568,High Anomaly
TXN0000015527,2024-10-15 10:06:33,Bill Payment,Utilities,2387,36-45,46-55,Telangana,HDFC,ICICI,iOS,WiFi,10,0,SUCCESS,0,0.526950767518989,High Anomaly
TXN0000034143,2024-08-11 18:09:12,Recharge,Shopping,4789,36-45,36-45,Uttar Pradesh,Axis,Kotak,iOS,WiFi,18,1,SUCCESS,0,0.5269325957927127,High Anomaly
TXN0000212468,2024-06-08 11:26:26,P2M,Other,234,46-55,56+,Andhra Pradesh,Kotak,IndusInd,iOS,WiFi,11,1,SUCCESS,0,0.5269219478409409,High Anomaly
TXN0000180413,2024-05-12 15:49:19,Bill Payment,Grocery,1010,46-55,46-55,Rajasthan,SBI,PNB,iOS,WiFi,15,1,SUCCESS,0,0.5269134026103521,High Anomaly
TXN0000073640,2024-09-04 11:18:39,P2M,Fuel,3609,18-25,56+,Gujarat,PNB,Axis,Web,3G,11,0,SUCCESS,0,0.5268668496770593,High Anomaly
TXN0000166011,2024-08-04 17:14:27,Recharge,Shopping,546,46-55,26-35,Karnataka,ICICI,Axis,Web,4G,17,1,SUCCESS,0,0.5268566478166155,High Anomaly
TXN0000061469,2024-01-26 17:06:19,P2M,Food,755,56+,46-55,Gujarat,ICICI,Yes Bank,Web,WiFi,17,0,SUCCESS,0,0.5268522035609114,High Anomaly
TXN0000234375,2024-05-12 21:22:45,P2P,Grocery,1264,46-55,46-55,Karnataka,PNB,ICICI,Web,WiFi,21,1,SUCCESS,0,0.5268326526105508,High Anomaly
TXN0000019801,2024-04-10 09:59:19,Bill Payment,Entertainment,312,26-35,56+,Delhi,Axis,HDFC,iOS,3G,9,0,SUCCESS,0,0.5268018457949706,High Anomaly
TXN0000247018,2024-04-09 12:47:57,P2M,Healthcare,107,18-25,46-55,West Bengal,Yes Bank,ICICI,Web,WiFi,12,0,SUCCESS,0,0.5267943048801149,High Anomaly
TXN0000040788,2024-11-24 21:55:06,Bill Payment,Food,392,46-55,18-25,West Bengal,Axis,HDFC,Web,WiFi,21,1,SUCCESS,0,0.5267866689333514,High Anomaly
TXN0000244045,2024-03-24 17:13:46,P2M,Shopping,591,18-25,36-45,Maharashtra,Yes Bank,Axis,Web,3G,17,1,SUCCESS,0,0.5267487357137958,High Anomaly
TXN0000018614,2024-05-08 14:16:08,Recharge,Fuel,1042,26-35,26-35,Karnataka,Axis,Axis,Web,3G,14,0,SUCCESS,0,0.5267474365259803,High Anomaly
TXN0000126191,2024-05-06 11:04:52,Recharge,Transport,39,46-55,18-25,Andhra Pradesh,Axis,Yes Bank,iOS,WiFi,11,0,SUCCESS,0,0.5267455793668565,High Anomaly
TXN0000068506,2024-06-30 10:00:27,Recharge,Shopping,498,18-25,18-25,Rajasthan,IndusInd,Axis,Web,5G,10,1,SUCCESS,0,0.5267016258542556,High Anomaly
TXN0000226898,2024-11-29 22:40:15,Bill Payment,Other,613,46-55,36-45,West Bengal,Kotak,SBI,Web,WiFi,22,0,SUCCESS,0,0.5266063420783456,High Anomaly
TXN0000248868,2024-09-15 16:44:03,Recharge,Entertainment,190,18-25,36-45,Telangana,Yes Bank,Axis,Web,5G,16,1,SUCCESS,0,0.5265697717476229,High Anomaly
TXN0000138083,2024-05-21 09:37:54,Bill Payment,Transport,239,26-35,18-25,Rajasthan,ICICI,HDFC,Web,WiFi,9,0,SUCCESS,0,0.52654163154178,High Anomaly
TXN0000206251,2024-01-11 10:35:47,Recharge,Food,119,56+,56+,Delhi,HDFC,PNB,iOS,4G,10,0,SUCCESS,0,0.52648676171866,High Anomaly
TXN0000153748,2024-03-12 11:17:22,P2M,Utilities,7346,56+,18-25,West Bengal,Kotak,Axis,iOS,3G,11,0,SUCCESS,0,0.526435934521785,High Anomaly
TXN0000172443,2024-08-02 08:59:33,Recharge,Healthcare,227,26-35,26-35,Tamil Nadu,Axis,HDFC,Web,3G,8,0,SUCCESS,0,0.5264132618965432,High Anomaly
TXN0000038397,2024-12-13 20:57:29,P2M,Fuel,667,18-25,56+,Rajasthan,ICICI,Yes Bank,Web,WiFi,20,0,SUCCESS,0,0.5263972935110849,High Anomaly
TXN0000132518,2024-03-24 13:40:21,Recharge,Utilities,942,18-25,26-35,Rajasthan,Yes Bank,PNB,iOS,WiFi,13,1,SUCCESS,0,0.5263785129723494,High Anomaly
TXN0000017152,2024-10-07 18:45:23,Bill Payment,Utilities,8160,36-45,46-55,Karnataka,IndusInd,Axis,iOS,WiFi,18,0,SUCCESS,0,0.5263408357741777,High Anomaly
TXN0000078262,2024-10-24 20:03:01,P2M,Fuel,633,56+,26-35,Uttar Pradesh,Yes Bank,Yes Bank,Web,3G,20,0,SUCCESS,0,0.5263374904693569,High Anomaly
TXN0000041435,2024-08-09 19:31:05,Recharge,Shopping,3928,56+,26-35,Gujarat,Yes Bank,Kotak,iOS,3G,19,0,SUCCESS,0,0.5263334423419013,High Anomaly
TXN0000035057,2024-04-22 15:11:51,Bill Payment,Shopping,1682,18-25,46-55,Telangana,Axis,PNB,iOS,WiFi,15,0,FAILED,0,0.5262514091990224,High Anomaly
TXN0000113232,2024-04-14 06:44:48,Recharge,Food,79,56+,36-45,Delhi,HDFC,IndusInd,iOS,4G,6,1,SUCCESS,0,0.5262320403420164,High Anomaly
TXN0000181427,2024-07-07 12:28:17,Bill Payment,Education,4607,46-55,56+,Maharashtra,IndusInd,Axis,iOS,5G,12,1,SUCCESS,0,0.526202226158797,High Anomaly
TXN0000154648,2024-05-22 19:22:14,Recharge,Entertainment,444,46-55,18-25,Tamil Nadu,Axis,IndusInd,Web,5G,19,0,SUCCESS,0,0.5262010991903969,High Anomaly
TXN0000129438,2024-12-28 02:38:05,P2M,Healthcare,843,36-45,18-25,Delhi,PNB,HDFC,Web,WiFi,2,1,SUCCESS,0,0.5261498907458387,High Anomaly
TXN0000046843,2024-01-04 18:55:07,Recharge,Food,1242,36-45,36-45,West Bengal,ICICI,IndusInd,Web,3G,18,0,SUCCESS,0,0.5261464916446723,High Anomaly
TXN0000050996,2024-11-09 21:24:43,Recharge,Shopping,2563,46-55,36-45,Uttar Pradesh,ICICI,ICICI,iOS,WiFi,21,1,SUCCESS,0,0.5261099969723497,High Anomaly
TXN0000035074,2024-12-18 00:33:41,P2P,Fuel,2177,56+,46-55,Delhi,HDFC,Axis,iOS,WiFi,0,0,SUCCESS,0,0.5260938156765474,High Anomaly
TXN0000234694,2024-04-06 11:40:48,Bill Payment,Shopping,342,26-35,26-35,Tamil Nadu,HDFC,Axis,Web,3G,11,1,SUCCESS,0,0.5260871017073002,High Anomaly
TXN0000117257,2024-06-12 06:06:00,Bill Payment,Fuel,631,46-55,26-35,Uttar Pradesh,IndusInd,Axis,Web,WiFi,6,0,SUCCESS,0,0.526043610263281,High Anomaly
TXN0000125929,2024-01-20 14:20:32,P2M,Other,948,46-55,46-55,Telangana,Axis,IndusInd,iOS,WiFi,14,1,SUCCESS,0,0.5260219698085754,High Anomaly
TXN0000225287,2024-10-30 16:07:48,P2P,Education,5387,46-55,36-45,Rajasthan,Kotak,IndusInd,Web,WiFi,16,0,FAILED,0,0.526001919778763,High Anomaly
TXN0000003217,2024-11-26 23:15:46,P2M,Shopping,2866,46-55,26-35,West Bengal,PNB,Kotak,Web,3G,23,0,SUCCESS,0,0.5259523033038264,High Anomaly
